369.81,2.7041,001102,2020-07-07 14:58:09,前海开源国家比较优势混合,2.8394,50.03529299999999
353.86,2.826,003096,2020-07-07 14:58:09,中欧医疗健康混合C,2.8757,17.58684200000003
369.81,2.7041,001102,2020-07-07 14:59:09,前海开源国家比较优势混合,2.8391,49.92435000000008
353.86,2.826,003096,2020-07-07 14:59:09,中欧医疗健康混合C,2.8750,17.339139999999976
369.81,2.7041,001102,2020-07-07 15:00:10,前海开源国家比较优势混合,2.8391,49.92435000000008
353.86,2.826,003096,2020-07-07 15:00:10,中欧医疗健康混合C,2.8750,17.339139999999976
369.81,2.7041,001102,2020-07-07 15:01:10,前海开源国家比较优势混合,2.8391,49.92435000000008
353.86,2.826,003096,2020-07-07 15:01:10,中欧医疗健康混合C,2.8754,17.48068399999996
369.81,2.7041,001102,2020-07-07 15:02:10,前海开源国家比较优势混合,2.8384,49.66548300000003
353.86,2.826,003096,2020-07-07 15:02:10,中欧医疗健康混合C,2.8754,17.48068399999996
369.81,2.7041,001102,2020-07-07 15:03:10,前海开源国家比较优势混合,2.8384,49.66548300000003
353.86,2.826,003096,2020-07-07 15:03:10,中欧医疗健康混合C,2.8754,17.48068399999996
369.81,2.7041,001102,2020-07-07 15:04:10,前海开源国家比较优势混合,2.8382,49.59152100000004
353.86,2.826,003096,2020-07-07 15:04:10,中欧医疗健康混合C,2.8734,16.77296400000004
369.81,2.7041,001102,2020-07-07 15:05:10,前海开源国家比较优势混合,2.8382,49.59152100000004
353.86,2.826,003096,2020-07-07 15:05:10,中欧医疗健康混合C,2.8734,16.77296400000004
369.81,2.7041,001102,2020-07-07 15:06:10,前海开源国家比较优势混合,2.8382,49.59152100000004
353.86,2.826,003096,2020-07-07 15:06:10,中欧医疗健康混合C,2.8734,16.77296400000004
369.81,2.7041,001102,2020-07-07 15:07:10,前海开源国家比较优势混合,2.8382,49.59152100000004
353.86,2.826,003096,2020-07-07 15:07:10,中欧医疗健康混合C,2.8734,16.77296400000004
369.81,2.7041,001102,2020-07-07 15:08:10,前海开源国家比较优势混合,2.8382,49.59152100000004
353.86,2.826,003096,2020-07-07 15:08:10,中欧医疗健康混合C,2.8734,16.77296400000004
369.81,2.7041,001102,2020-07-08 09:27:46,前海开源国家比较优势混合,2.8921,69.52428000000006
353.86,2.826,003096,2020-07-08 09:27:46,中欧医疗健康混合C,2.8557,10.50964200000002
369.81,2.7041,001102,2020-07-08 09:28:46,前海开源国家比较优势混合,2.8978,71.63219700000008
353.86,2.826,003096,2020-07-08 09:28:46,中欧医疗健康混合C,2.8572,11.040432000000042
369.81,2.7041,001102,2020-07-08 09:29:46,前海开源国家比较优势混合,2.8978,71.63219700000008
353.86,2.826,003096,2020-07-08 09:29:46,中欧医疗健康混合C,2.8573,11.075817999999959
369.81,2.7041,001102,2020-07-08 09:30:46,前海开源国家比较优势混合,2.8978,71.63219700000008
353.86,2.826,003096,2020-07-08 09:30:46,中欧医疗健康混合C,2.8573,11.075817999999959
369.81,2.7041,001102,2020-07-08 09:31:47,前海开源国家比较优势混合,2.8978,71.63219700000008
353.86,2.826,003096,2020-07-08 09:31:47,中欧医疗健康混合C,2.8573,11.075817999999959
369.81,2.7041,001102,2020-07-08 09:32:47,前海开源国家比较优势混合,2.9043,74.03596200000005
353.86,2.826,003096,2020-07-08 09:32:47,中欧医疗健康混合C,2.8573,11.075817999999959
369.81,2.7041,001102,2020-07-08 09:33:47,前海开源国家比较优势混合,2.9043,74.03596200000005
353.86,2.826,003096,2020-07-08 09:33:47,中欧医疗健康混合C,2.8573,11.075817999999959
369.81,2.7041,001102,2020-07-08 09:34:47,前海开源国家比较优势混合,2.9043,74.03596200000005
353.86,2.826,003096,2020-07-08 09:34:47,中欧医疗健康混合C,2.8604,12.172783999999917
369.81,2.7041,001102,2020-07-08 09:35:47,前海开源国家比较优势混合,2.9197,79.73103600000009
353.86,2.826,003096,2020-07-08 09:35:47,中欧医疗健康混合C,2.8604,12.172783999999917
369.81,2.7041,001102,2020-07-08 09:36:47,前海开源国家比较优势混合,2.9197,79.73103600000009
353.86,2.826,003096,2020-07-08 09:36:47,中欧医疗健康混合C,2.8820,19.816160000000018
369.81,2.7041,001102,2020-07-08 09:37:47,前海开源国家比较优势混合,2.9197,79.73103600000009
353.86,2.826,003096,2020-07-08 09:37:47,中欧医疗健康混合C,2.8820,19.816160000000018
369.81,2.7041,001102,2020-07-08 09:38:47,前海开源国家比较优势混合,2.9125,77.06840400000006
353.86,2.826,003096,2020-07-08 09:38:47,中欧医疗健康混合C,2.8735,16.808349999999958
369.81,2.7041,001102,2020-07-08 09:39:47,前海开源国家比较优势混合,2.9117,76.77255600000008
353.86,2.826,003096,2020-07-08 09:39:47,中欧医疗健康混合C,2.8735,16.808349999999958
369.81,2.7041,001102,2020-07-08 09:40:48,前海开源国家比较优势混合,2.9107,76.40274599999996
353.86,2.826,003096,2020-07-08 09:40:48,中欧医疗健康混合C,2.8735,16.808349999999958
369.81,2.7041,001102,2020-07-08 09:41:48,前海开源国家比较优势混合,2.9107,76.40274599999996
353.86,2.826,003096,2020-07-08 09:41:48,中欧医疗健康混合C,2.8735,16.808349999999958
369.81,2.7041,001102,2020-07-08 09:42:48,前海开源国家比较优势混合,2.9107,76.40274599999996
353.86,2.826,003096,2020-07-08 09:42:48,中欧医疗健康混合C,2.8780,18.400720000000018
369.81,2.7041,001102,2020-07-08 09:43:48,前海开源国家比较优势混合,2.9056,74.51671500000009
353.86,2.826,003096,2020-07-08 09:43:48,中欧医疗健康混合C,2.8780,18.400720000000018
369.81,2.7041,001102,2020-07-08 09:44:48,前海开源国家比较优势混合,2.9056,74.51671500000009
353.86,2.826,003096,2020-07-08 09:44:48,中欧医疗健康混合C,2.8702,15.640612000000006
369.81,2.7041,001102,2020-07-08 09:45:48,前海开源国家比较优势混合,2.9014,72.96351300000009
353.86,2.826,003096,2020-07-08 09:45:48,中欧医疗健康混合C,2.8702,15.640612000000006
369.81,2.7041,001102,2020-07-08 09:46:48,前海开源国家比较优势混合,2.8987,71.96502599999995
353.86,2.826,003096,2020-07-08 09:46:48,中欧医疗健康混合C,2.8710,15.923699999999975
369.81,2.7041,001102,2020-07-08 09:47:48,前海开源国家比较优势混合,2.8987,71.96502599999995
